Sr. No.,CompanyName,BSECode
1349,Gorani Industries Ltd.,531608
1350,Gothi Plascon (india) Ltd.,531111
1351,Govind Rubber Ltd.-$,509148
1352,Gowra Leasing & Finance Ltd.,530709
1353,Goyal Associates Ltd.,530663
1354,Gp Petroleums Limited,532543
1355,Gpt Infraprojects Ltd.,533761
1356,Gr Cables Ltd.,517564
1357,Gradiente Infotainment Ltd.,590126
1358,Grandeur Products Ltd,539235
1359,Grandma Trading & Agencies Ltd.,504369
1360,Granules India Ltd.-$,532482
1361,Graphite India Ltd.,509488
1362,Grasim Industries Ltd.,500300
1363,Gratex Industries Ltd.,526751
1364,Grauer & Weil (india) Ltd.-$,505710
1365,Graviss Hospitality Ltd.,509546
1366,Gravita India Ltd.,533282
1367,Gravity (india) Ltd.-$,532015
1368,Great Eastern Shipping Co.ltd.,500620
1369,Greaves Cotton Ltd.,501455
1370,Green Field Agri Ventures Ltd,538743
1371,Green Fire Agri Commodities Ltd.,590057
1372,Greencrest Financial Services Limited,531737
1373,Greenlam Industries Ltd,538979
1374,Greenply Industries Ltd.,526797
1375,Greycells Education Limited,508918
1376,Grindwell Norton Ltd.-$,506076
1377,Grm Overseas Ltd.,531449
1378,Gromo Trade & Consultancy Ltd,501314
1379,Grp Ltd.,509152
1380,Gruh Finance Ltd.,511288
1381,Gsb Finance Ltd.,511543
1382,Gsl Nova Petrochemicals Limited,530605
1383,Gsl Securities Ltd.,530469
1384,Gss Infotech Ltd.,532951
1385,Gtl Infrastructure Ltd.,532775
1386,Gtl Ltd.,500160
1387,Gtn Industries Ltd.,500170
1388,Gtn Textiles Ltd.,532744
1389,Gufic Biosciences Ltd.,509079
1390,Gujarat Alkalies & Chemicals Ltd.,530001
1391,Gujarat Ambuja Exports Ltd.,524226
1392,Gujarat Apollo Industries Ltd.,522217
1393,Gujarat Automotive Gears Ltd.,505712
1394,Gujarat Bitumen Ltd,539009
1395,Gujarat Borosil Ltd.,523768
1396,Gujarat Carbon & Industries Ltd.,506457
1397,Gujarat Containers Ltd.,513507
1398,Gujarat Cotex Ltd.,514386
1399,Gujarat Craft Industries Ltd.,526965
1400,Gujarat Credit Corporation Ltd.,511441
1401,Gujarat Fluorochemicals Ltd.,500173
1402,Gujarat Foils Ltd.,531410
1403,Gujarat Gas Co.ltd.,523477
1404,Gujarat Gas Ltd,539336
1405,Gujarat Hotels Ltd.,507960
1406,Gujarat Industries Power Co.ltd.,517300
1407,Gujarat Intrux Ltd.-$,517372
1408,Gujarat Investa Ltd.,531341
1409,Gujarat Lease Financing Ltd.,500174
1410,Gujarat Meditech Ltd.,524754
1411,Gujarat Metallic Coal & Coke Ltd.-$,531881
1412,Gujarat Mineral Development Corporation Ltd.,532181
1413,Gujarat Narmada Flyash Co.ltd.,526598
1414,Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,500670
1415,Gujarat Natural Resources Limited,513536
1416,Gujarat Nre Coke Ltd,570003
1417,Gujarat Nre Coke Ltd.,512579
1418,Gujarat Organics Ltd.,501368
1419,Gujarat Petrosynthese Ltd.,506858
1420,Gujarat Pipavav Port Ltd.,533248
1421,Gujarat Poly-avx Electronics Ltd.,517288
1422,Gujarat Raffia Industries Ltd.,523836
1423,Gujarat Sidhee Cement Ltd.,518029
1424,Gujarat State Fertilizers & Chemicals Ltd.,500690
1425,Gujarat State Financial Corporation Ltd.,532160
1426,Gujarat State Petronet Ltd.,532702
1427,Gujarat Terce Laboratories Ltd.,524314
1428,Gujarat Themis Biosyn Ltd.,506879
1429,Gujarat Toolroom Ltd.,513337
1430,Gujchem Distillers India Ltd.,506640
1431,Gulf Oil Lubricants India Ltd,538567
1432,Gulshan Chemfill Ltd.,532425
1433,Gulshan Polyols Ltd.,532457
1434,Gupta Carpets International Ltd.,514360
1435,Gupta Synthetics Ltd.,514116
1436,Gv Films Ltd.,523277
1437,Gvk Power & Infrastructure Ltd.,532708
1438,Gyan Developers & Builders Ltd.,530141
1439,Gyscoal Alloys Ltd.,533275
1440,H.k. Trade International Ltd,539337
1441,H.p.cotton Textile Mills Ltd.,502873
1442,H.s.india Ltd.,532145
1443,Haldyn Glass Ltd-$,515147
1444,Hanjer Fibres Ltd.,514308
1445,Hanung Toys & Textiles Ltd.,532770
1446,Hardcastle & Waud Mfg.co.ltd.,509597
1447,Hari Govind International Ltd.,531971
1448,Haria Apparels Ltd,538081
1449,Haria Exports Ltd.-$,512604
1450,Harita Seating Systems Ltd.-$,590043
1451,Hariyana Ship Breakers Ltd.-$,526931
1452,Harmony Capital Services Ltd.,530055
1453,Harrisons Malayalam Ltd.,500467
1454,Haryana Capfin Ltd.,532855
1455,Haryana Financial Corporation Ltd.,530927
1456,Haryana Leather Chemicals Ltd.,524080
1457,Haryana Texprints (overseas) Limited,514296
1458,Hasti Finance Ltd.,531387
1459,Hathway Bhawani Cabletel & Datacom Ltd.,509073
1460,Hathway Cable & Datacom Ltd,533162
1461,Hatsun Agro Product Ltd.,531531
1462,Havells India Ltd.,517354
1463,Hawa Engineers Ltd,539176
1464,Hawkins Cookers Ltd.-$,508486
1465,Hazoor Multi Projects Ltd.-$,532467
1466,Hb Estate Developers Ltd.,532334
1467,Hb Leasing & Finance Co.ltd.,508956
1468,Hb Portfolio Ltd.,532333
1469,Hb Stockholdings Ltd.,532216
1470,Hbl Power Systems Ltd.-$,517271
1471,Hcl Infosystems Ltd.,500179
1472,Hcl Technologies Ltd.,532281
1473,Hdfc Bank Ltd,500180
1474,Hdfc Focused Equity Fund Plan A - Direct Option - Growth,539139
1475,Hdfc Focused Equity Fund Plan A - Direct Option- Dividend Option,538981
1476,Hdfc Focused Equity Fund Plan A - Direct Option- Growth Option,538980
1477,Hdfc Focused Equity Fund Plan A- Direct Option - Dividend Payout,539140
1478,Hdfc Focused Equity Fund Plan A-regular Option - Dividend Option,538983
1479,Hdfc Focused Equity Fund Plan A-regular Option- Growth Option,538982
1480,Hdfc Focused Equity Fund Plan B - Regular Option- Dividend Payout,539138
1481,Hdfc Focused Equity Fund Plan B - Regular Option- Growth,539134
1482,Hdfc Mutual Fund - Hdfc Rajiv Gandhi Equity Savings Scheme - Series 2 - Regular Plan - G O,537866
1483,Hdfc Mutual Fund - Hdfc Rajiv Gandhi Equity Savings Scheme - Series 2- Direct Plan- Dvdd P O,537869
1484,Hdfc Mutual Fund - Hdfc Rajiv Gandhi Equity Savings Scheme - Series 2- Direct Plan- Growth O,537868
1485,Hdfc Mutual Fund - Hdfc Rajiv Gandhi Equity Savings Scheme - Series 2-regular Plan- D P O,537867
1486,Healthfore Technologies Ltd.,533525
1487,Healthy Investments Ltd.,503689
1488,Heera Ispat Ltd.,526967
1489,Heg Ltd.,509631
1490,Heidelbergcement India Ltd.,500292
1491,Helios & Matheson Information Technology Ltd.-$,532347
1492,Hella India Lighting Ltd.,520026
1493,Helpage Finlease Ltd,539174
1494,Hem Holdings & Trading Ltd.,505520
1495,Hemang Resources Ltd,531178
1496,Hemo Organic Limited,524590
1497,Hercules Hoists Ltd.,505720
1498,Heritage Foods Limited,519552
1499,Hero Motocorp Ltd.,500182
1500,Hester Biosciences Ltd.,524669
1501,Hexa Tradex Ltd.,534328
1502,Hexaware Technologies Ltd.,532129
1503,High Energy Batteries (india) Ltd.,504176
1504,High Ground Enterprise Ltd,517080
1505,High Street Filatex Ltd.,531301
1506,Hikal Ltd.,524735
1507,Hil Ltd.,509675
1508,Hilton Metal Forging Ltd.,532847
1509,Himachal Fibres Ltd.,514010
1510,Himachal Futuristic Communications Ltd.,500183
1511,Himadri Chemicals & Industries Ltd.,500184
1512,Himalaya Granites Ltd.-$,513723
1513,Himalchuli Food Products Ltd.,511169
1514,Himalya International Ltd.,526899
1515,Himatsingka Seide Ltd.,514043
1516,Hind Aluminium Industries Ltd.-$,531979
1517,Hind Commerce Ltd,538652
1518,Hind Industries Ltd.,526307
1519,Hind Rectifiers Ltd.,504036
1520,Hind Securities & Credits Ltd,539114
1521,Hind Syntex Ltd.,503881
1522,Hindalco Industries Ltd.,500440
1523,Hindoostan Mills Ltd.,509895
1524,Hinduja Foundries Ltd.-$,505982
1525,Hinduja Global Solutions Ltd.,532859
1526,Hinduja Ventures Ltd.,500189
1527,Hindustan Adhesives Ltd.,514428
1528,Hindustan Appliances Ltd.,531918
1529,Hindustan Bio Sciences Ltd.,532041
1530,Hindustan Composites Ltd.,509635
1531,Hindustan Construction Co.ltd.,500185
1532,Hindustan Copper Ltd.,513599
1533,Hindustan Dorr-oliver Ltd.,509627
1534,Hindustan Everest Tools Ltd.,505725
1535,Hindustan Fluorocarbons Ltd.,524013
1536,Hindustan Foods Ltd.,519126
1537,Hindustan Hardy Spicer Ltd.,505893
1538,Hindustan Housing Co.ltd.,509650
1539,Hindustan Media Ventures Ltd.,533217
1540,Hindustan Motors Ltd.,500500
1541,Hindustan Oil Exploration Co.ltd.,500186
1542,Hindustan Organic Chemicals Ltd.,500449
1543,Hindustan Petroleum Corporation Ltd.,500104
1544,Hindustan Tin Works Ltd.-$,530315
1545,Hindustan Unilever Ltd.,500696
1546,Hindustan Wires Ltd.,504713
1547,Hindustan Zinc Ltd.,500188
1548,Hindusthan National Glass & Industries Ltd.-$,515145
1549,Hindusthan Udyog Ltd.,513039
1550,Hipolin Ltd.,530853
1551,Hira Automobiles Ltd.,531743
1552,Hira Ferro Alloys Ltd.,533256
1553,Hiran Orgochem Ltd.-$,506170
1554,Hisar Metal Industries Ltd.-$,590018
1555,Hisar Spinning Mills Ltd.,521068
1556,Hit Kit Global Solutions Ltd.,532359
1557,Hitachi Home And Life Solutions (india) Ltd.,523398
1558,Hitech Plast Ltd.-$,526217
1559,Hittco Tools Ltd.,531661
1560,Hmt Ltd.,500191
1561,Honda Siel Power Products Ltd.,522064
1562,Honeywell Automation India Ltd.,517174
1563,Hotel Leelaventure Ltd.,500193
1564,Hotel Rugby Ltd.,526683
1565,Housing Development & Infrastructure Ltd.,532873
1566,Housing Development Finance Corp.ltd.,500010
1567,Hov Services Ltd.,532761
1568,Howard Hotels Ltd.,526761
1569,Hpc Biosciences Ltd.,535217
1570,Hrb Floriculture Ltd.,531724
1571,Hsil Ltd.,500187
1572,Ht Media Ltd.,532662
1573,Hubtown Ltd.,532799
1574,Huhtamaki Ppl Limited,509820
1575,I G Petrochemicals Ltd.,500199
1576,I-power Solutions India Ltd.,512405
1577,Ib Infotech Enterprises Ltd.,519463
1578,Icici Bank Ltd.,532174
1579,Icici Prudential Growth Fund Series 1 (direct Dividend Option),538502
1580,Icici Prudential Growth Fund Series 1 (regular Dividend Payout),538501
1581,Icici Prudential Growth Fund Series 2 (direct Plan - Dividend Payout Option),538578
1582,Icici Prudential Growth Fund Series 2 (regular Plan - Dividend Payout Option),538577
1583,Icici Prudential Growth Fund Series 3 (direct Plan - Dividend Payout Option),538729
1584,Icici Prudential Growth Fund Series 3 (regular Plan - Dividend Payout Option),538728
1585,Icici Prudential Growth Fund Series 4 (direct Plan - Dividend Payout Option),538764
1586,Icici Prudential Growth Fund Series 4 (regular Plan - Dividend Payout Option),538763
1587,Icici Prudential Growth Fund Series 6 (direct Plan - Dividend Payout),538893
1588,Icici Prudential Growth Fund Series 6 (regular Plan - Dividend Payout),538892
1589,Icici Prudential Growth Fund Series 7 (direct Plan - Dividend Payout),538925
1590,Icici Prudential Growth Fund Series 7 (regular Plan - Dividend Payout),538924
1591,Icici Prudential Growth Fund Series 8 (direct Plan - Dividend Payout),538937
1592,Icici Prudential Growth Fund Series 8 (regular Plan - Dividend Payout),538936
1593,Icici Prudential India Recovery Fund - Series 1 (direct Plan - Dividend Payout Option),539085
1594,Icici Prudential India Recovery Fund - Series 1 (regular Plan - Dividend Payout Option),539084
1595,Icici Prudential India Recovery Fund - Series 2 (direct Plan - Dividend Payout Option),539101
1596,Icici Prudential India Recovery Fund - Series 2 (regular Plan - Dividend Payout Option),539100
1597,Icici Prudential India Recovery Fund Series 3 - Direct Plan - Cumulative Option,539319
1598,Icici Prudential India Recovery Fund Series 3 - Direct Plan - Dividend Payout,539320
1599,Icici Prudential India Recovery Fund Series 3 - Regular Plan - Cumulative,539321
1600,Icici Prudential India Recovery Fund Series 3 - Regular Plan - Dividend Option,539322
1601,Icici Prudential Mutual Fund - Icici Prudential Cnx 100 Etf,537008
1602,Icici Prudential Mutual Fund - Icici Prudential Equity Savings Fund Series 1 - Direct Plan Dividend,537651
1603,Icici Prudential Mutual Fund - Icici Prudential Equity Savings Fund Series 1-direct Plan Cumulative,537650
1604,Icici Prudential Mutual Fund - Icici Prudential Equity Savings Fund Series 1-reglr Plan Cumulative,537648
1605,Icici Prudential Mutual Fund - Icici Prudential Equity Savings Fund Series 1-regular Plan Dividend,537649
1606,Icici Prudential Mutual Fund - Icici Prudential Nifty Etf,537007
1607,Icici Prudential Mutual Fund- Direct Plan Cumulative Option,539394
1608,Icici Prudential Mutual Fund- Direct Plan Dividend Option,539395
1609,Icici Prudential Mutual Fund- Regular Plan Cumulative Option,539396
1610,Icici Prudential Mutual Fund- Regular Plan Dividend Option,539397
1611,Icici Prudential Spice Fund,555555
1612,Icici Prudential Value Fund Series 3(direct Dividend Option),537923
1613,Icici Prudential Value Fund Series 3(regular Dividend Option),537922
1614,Icici Prudential Value Fund Series 5 (direct Cumulative Option),538650
1615,Icici Prudential Value Fund Series 5 (direct Dividend Option),538651
1616,Icici Prudential Value Fund Series 5 (regular Cumulative Option),538648
1617,Icici Prudential Value Fund Series 5 (regular Dividend Option),538649
1618,Icici Prudential Value Fund Series 6- Direct Plan Cumulative Option,539092
1619,Icici Prudential Value Fund Series 6- Direct Plan Dividend Option,539093
1620,Icici Prudential Value Fund Series 6- Regular Plan Cumulative Option,539094
1621,Icici Prudential Value Fund Series 6- Regular Plan Dividend Option,539095
1622,Icici Prudential Value Fund Series 7,539179
1623,Icici Prudential Value Fund Series 7,539180
1624,Icici Prudential Value Fund Series 8 - Direct Plan Dividend Option,539285
1625,Icici Prudential Value Fund Series 8 - Regular Plan Dividend Option,539286
1626,Icra Ltd.,532835
1627,Icsa (india) Ltd.-$,531524
1628,Icvl Steels Ltd.,534733
1629,Idbi Bank Ltd.,500116
1630,Idea Cellular Ltd.,532822
1631,Ideal Optics Ltd.,531328
1632,Idfc Bank Ltd,539437
1633,Idfc Equity Opportunity- Series 1- Direct Plan- Dividend,535502
1634,Idfc Equity Opportunity- Series 1- Regular Plan- Dividend,535501
1635,Idfc Limited,532659
1636,Idfc Mutual Fund - Idfc Equity Opportunity- Series 2 - Direct Plan- Dividend,537412
1637,Idfc Mutual Fund - Idfc Equity Opportunity- Series 3 - Direct Plan- Dividend,537701
1638,Idfc Mutual Fund- Idfc Equity Opportunity- Series 2 - Regular Plan- Dividend,537411
1639,Idfc Mutual Fund- Idfc Equity Opportunity- Series 3 - Regular Plan- Dividend,537700
1640,Iec Education Ltd.,531840
1641,Ifb Agro Industries Ltd.,507438
1642,Ifb Industries Ltd.,505726
1643,Ifci Ltd.,500106
1644,Ifgl Refractories Ltd.,532133
1645,Ifl Promoters Ltd.,511682
1646,Ifm Impex Global Ltd.,522289
1647,Igarashi Motors India Ltd.,517380
1648,Iifl Holdings Limited,532636
1649,Iitl Projects Limited,531968
1650,Ikab Securities & Investment Ltd.,514238
1651,Ikf Finance Ltd.,530719
1652,Ikf Technologies Ltd.,532414
1653,Il&fs Engineering And Construction Company Ltd.,532907
1654,Il&fs Investment Managers Ltd.,511208
1655,Il&fs Transportation Networks Ltd,533177
1656,Im+ Capitals Limited,511628
1657,Imc Finance Ltd.,505539
1658,Imp Powers Ltd.,517571
1659,Impex Ferro Tech Ltd.,532614
1660,In House Productions Ltd.,526610
1661,Inani Marbles & Industries Ltd.,531129
1662,Inani Securities Ltd.,531672
1663,Incap Ltd.,517370
1664,Incon Engineers Ltd.,531594
1665,Ind Bank Housing Ltd.,523465
1666,Ind Renewable Energy Ltd,536709
1667,Ind-agiv Commerce Ltd.,517077
1668,Ind-swift Laboratories Ltd.,532305
1669,Ind-swift Ltd.,524652
1670,Indag Rubber Ltd.-$,509162
1671,Indbank Merchant Banking Services Ltd.,511473
1672,Indergiri Finance Ltd.,531505
1673,India Cements Capital Ltd.,511355
1674,India Cements Ltd.,530005
1675,India Finsec Ltd.,535667
1676,India Gelatine & Chemicals Ltd.-$,531253
1677,India Glycols Ltd.,500201
1678,India Home Loan Ltd.,530979
1679,India Infraspace Ltd.,531343
1680,India Lease Development Ltd.,500202
1681,India Motor Parts & Accessories Ltd.,590065
1682,India Nippon Electricals Ltd.,532240
1683,India Steel Works Ltd.,513361
1684,India Tourism Development Corporation Ltd.,532189
1685,Indiabulls Housing Finance Ltd,535789
1686,Indiabulls Real Estate Ltd.,532832
1687,Indiabulls Ventures Limited,532960
1688,Indiabulls Wholesale Services Ltd.,533520
1689,Indiaco Ventures Ltd.,506131
1690,Indian Acrylics Ltd.,514165
1691,Indian Bank,532814
1692,Indian Bright Steel Co.ltd.,504731
1693,Indian Card Clothing Co.ltd.,509692
1694,Indian Extractions Ltd.,524614
1695,Indian Hotels Co.ltd.,500850
1696,Indian Hume Pipe Co.ltd.,504741
1697,Indian Infotech & Software Ltd.,509051
1698,Indian Link Chain Manufactures Ltd.,504746
1699,Indian Metals & Ferro Alloys Ltd.,533047
1700,Indian Oil Corporation Ltd.,530965
1701,Indian Overseas Bank,532388
1702,Indian Sucrose Ltd.,500319
1703,Indian Terrain Fashions Ltd.,533329
1704,Indian Toners & Developers Ltd.-$,523586
1705,Indianivesh Ltd.,501700
1706,Inditrade Capital Limited,532745
1707,Indo Amines Ltd.-$,524648
1708,Indo Asian Finance Ltd.,530747
1709,Indo Bonito Multinational Ltd.,531084
1710,Indo Borax & Chemicals Ltd.-$,524342
1711,Indo Cotspin Ltd,538838
1712,Indo Count Industries Ltd.,521016
1713,Indo Credit Capital Ltd.,526887
1714,Indo Euro Indchem Ltd.,524458
1715,Indo Pacific Projects Ltd,531565
1716,Indo Rama Synthetics (india) Ltd.,500207
1717,Indo Tech Transformers Ltd.,532717
1718,Indo Thai Securities Ltd.,533676
1719,Indo-asian Projects Ltd.,531674
1720,Indo-city Infotech Ltd.-$,532100
1721,Indo-global Enterprises Ltd,539433
1722,Indo-national Ltd.,504058
1723,Indoco Remedies Ltd.,532612
1724,Indokem Ltd.,504092
1725,Indosolar Ltd.,533257
1726,Indovation Technologies Ltd.,521005
1727,Indowind Energy Ltd.,532894
1728,Indra Industries Ltd,539175
1729,Indraprastha Gas Ltd.,532514
1730,Indraprastha Medical Corp.ltd.,532150
1731,Indrayani Biotech Ltd.,526445
1732,Indsil Hydro Power And Manganese Ltd.-$,522165
1733,Indsoya Ltd.,503639
1734,Indtradeco Ltd.,504336
1735,Inducto Steel Ltd.,532001
1736,Indus Fila Ltd.,532821
1737,Indus Finance Ltd,531841
1738,Indusind Bank Ltd.,532187
1739,Industrial & Prudential Investments Co.ltd.,501298
1740,Industrial Investment Trust Ltd.,501295
1741,Ineos Styrolution India Ltd,506222
1742,Inertia Steel Ltd.,512025
1743,Infinite Computer Solutions (india) Ltd,533154
1744,Info Edge (india) Ltd.,532777
1745,Info-drive Software Ltd.,530703
1746,Infomedia Press Ltd.,509069
1747,Informed Technologies India Ltd.,504810
1748,Infosys Ltd.,500209
1749,Infra Industries Ltd.,530777
1750,Infronics Systems Ltd.,590118
1751,Ing Vysya Bank Ltd.,531807
1752,Ingersoll-rand (india) Ltd.,500210
1753,Inland Printers Ltd.,530787
1754,Innocorp Ltd.,531929
1755,Innovassynth Investments Ltd.,533315
1756,Innovation Software Exports Ltd.,517433
1757,Innovative Tech Pack Ltd.,523840
1758,Innoventive Industries Ltd.,533402
1759,Innoventive Venture Ltd.,512375
1760,Inox Leisure Ltd.,532706
1761,Inox Wind Ltd,539083
1762,Insecticides (india) Ltd.,532851
1763,Insilco Ltd.,500211
1764,Insta Finance Limited,511433
1765,Intec Capital Ltd.,526871
1766,Integra Capital Management Ltd.,531314
1767,Integra Engineering India Ltd.,505358
1768,Integra Garments And Textiles Ltd,535958
1769,Integra Switchgear Ltd.,517423
1770,Integra Telecommunication & Software Ltd,536868
1771,Integrated Capital Services Ltd,539149
1772,Integrated Financial Services Ltd.,500212
1773,Integrated Hitech Ltd.,532303
1774,Integrated Proteins Ltd.,519606
1775,Integrated Technologies Ltd.,531889
1776,Integrated Thermoplastics Ltd.,530921
1777,Intellect Design Arena Ltd,538835
1778,Intellivate Capital Advisors Ltd.,534732
1779,Intellivate Capital Ventures Ltd.,506134
1780,Intellvisions Software Ltd.-$,531777
1781,Intense Technologies Ltd.-$,532326
1782,Inter Globe Finance Ltd.,511391
1783,Inter State Oil Carrier Ltd.,530259
1784,Intercorp Industries Ltd.,531551
1785,Interface Financial Services Ltd.,530519
1786,Interglobe Aviation Ltd,539448
1787,Interlink Petroleum Ltd.,526512
1788,International Combustion (india) Ltd.,505737
1789,International Conveyors Ltd.,509709
1790,International Data Management Ltd.,517044
1791,International Housing Finance Corporation Ltd.,530781
1792,International Paper Appm Limited,502330
1793,International Travel House Ltd.-$,500213
1794,Interworld Digital Ltd.-$,532072
1795,Intrasoft Technologies Ltd.,533181
1796,Inventure Growth & Securities Ltd.,533506
1797,Investment & Precision Castings Ltd.,504786
1798,Invicta Meditek Ltd.,523844
1799,Io System Ltd.,523752
1800,Iol Chemicals & Pharmaceuticals Ltd.,524164
1801,Ion Exchange (india) Ltd.-$,500214
1802,Ip Rings Ltd.-$,523638
1803,Ipca Laboratories Ltd.,524494
1804,Ipru2365,538309
1805,Ipru2366,538310
1806,Ipru8565,538311
1807,Ipru8566,538312
1808,Irb Infrastructure Developers Ltd.,532947
1809,Iris Mediaworks Ltd.,531337
1810,Isf Limited,526859
1811,Isgec Heavy Engineering Ltd.,533033
1812,Ishan Dyes & Chemicals Ltd.,531109
1813,Ishita Drugs & Industries Ltd.,524400
1814,Ishwarshakti Holdings & Traders Ltd.,506161
1815,Isl Consulting Ltd.,511609
1816,Ismt Ltd.,532479
1817,Ist Ltd.,508807
1818,Istreet Network Limited,524622
1819,Itc Ltd.,500875
1820,Itd Cementation India Ltd.,509496
1821,Iti Ltd.,523610
1822,Itl Industries Ltd.-$,522183
1823,Ivp Ltd.,507580
1824,Ivrcl Ltd,530773
1825,Iykot Hitech Toolroom Ltd.,522245
1826,Izmo Limited-$,532341
1827,J. Taparia Projects Ltd,538539
1828,J.b.chemicals & Pharmaceuticals Ltd.,506943
1829,J.j.exporters Ltd.,530049
1830,J.j.finance Corporation Ltd.,523062
1831,J.k.cement Ltd.,532644
1832,J.kumar Infraprojects Ltd.,532940
1833,J.l.morison (india) Ltd.,506522
1834,J.r.foods Ltd.,530915
1835,Jackson Investments Ltd,538422
1836,Jagan Lamps Ltd.,530711
1837,Jagatjit Industries Ltd.,507155
1838,Jagjanani Textiles Ltd.,532825
1839,Jagran Prakashan Ltd.,532705
1840,Jagran Production Limited,531695
1841,Jagson Airlines Ltd.,520139
1842,Jagsonpal Finance & Leasing Ltd.,530601
1843,Jagsonpal Pharmaceuticals Ltd.,507789
1844,Jai Balaji Industries Ltd.,532976
1845,Jai Corp Ltd.,512237
1846,Jai Mata Glass Ltd.,523467
1847,Jaihind Projects Ltd.,531339
1848,Jaihind Synthetics Ltd.,514312
1849,Jain Irrigation Systems Ltd.,500219
1850,Jain Irrigation Systems Ltd.,570004
1851,Jain Marmo Industries Ltd,539119
1852,Jain Studios Ltd.,532033
1853,Jainco Projects (india) Ltd.,526865
1854,Jainex Aamcol Ltd.,505212
1855,Jaipan Industries Ltd.,505840
1856,Jaiprakash Associates Ltd.,532532
1857,Jaiprakash Power Ventures Limited,532627
1858,James Hotels Ltd.,526558
1859,James Warren Tea Ltd,538564
1860,Jammu & Kashmir Bank Ltd.,532209
1861,Jamna Auto Industries Ltd.,520051
1862,Jamshri Ranjitsinghji Spg. & Wvg. Mills Co.ltd.-$,502901
1863,Jarigold Textiles Ltd.,512329
1864,Jasch Industries Ltd.,500220
1865,Jattashankar Industies Ltd.,514318
1866,Jauss Polymers Ltd.,526001
1867,Jay Bharat Maruti Ltd.,520066
1868,Jay Energy And S.energies Ltd.,526523
1869,Jay Mahesh Infraventures Ltd.,590132
1870,Jay Shree Tea & Industries Ltd.,509715
1871,Jay Ushin Ltd.,513252
1872,Jayabharat Credit Ltd.-$,501311
1873,Jayant Agro-organics Ltd.,524330
1874,Jayant Mercantile Co.ltd.,512129
1875,Jayaswal Neco Industries Ltd.,522285
1876,Jayatma Spinners Ltd,539005
1877,Jayavant Products Ltd.,531382
1878,Jaybharat Textiles & Real Estate Ltd.,512233
1879,Jaykay Enterprises Ltd.,500306
1880,Jaypee Infratech Ltd,533207
1881,Jayshree Chemicals Ltd.,506520
1882,Jaysynth Dyestuff (india) Ltd.,506910
1883,Jbf Industries Ltd.,514034
1884,Jbm Auto Ltd.,532605
1885,Jct Electronics Ltd.,500222
1886,Jct Ltd.,500223
1887,Jd Orgochem Ltd.,524592
1888,Jeet Machine Tools Ltd.,513012
1889,Jeevan Scientific Technology Ltd,538837
1890,Jenburkt Pharmaceuticals Ltd.,524731
1891,Jenson & Nicholson (india) Ltd.,523592
1892,Jet Airways (india) Ltd.,532617
1893,Jet Infraventure Ltd,538794
1894,Jetking Infotrain Ltd.,517063
1895,Jeypore Sugar Company Ltd.,590054
1896,Jhaveri Credits & Capital Ltd.,531550
1897,Jhs Svendgaard Laboratories Ltd.,532771
1898,Jik Industries Ltd.,511618
1899,Jindal Capital Ltd.,530405
1900,Jindal Cotex Ltd.,533103
1901,Jindal Drilling & Industries Ltd.,511034
1902,Jindal Hotels Ltd.,507981
1903,Jindal Online.com Ltd.,531960
1904,Jindal Photo Ltd.,532624
1905,Jindal Poly Films Ltd.,500227
1906,Jindal Poly Investment And Finance Company Ltd,536773
1907,Jindal Saw Ltd.,500378
1908,Jindal Stainless Ltd.,532508
1909,Jindal Steel & Power Ltd.,532286
1910,Jindal Worldwide Ltd.,531543
1911,Jiya Eco-products Ltd,539225
1912,Jk Agri Genetics Ltd,536493
1913,Jk Lakshmi Cement Ltd.,500380
1914,Jk Paper Ltd.,532162
1915,Jk Tyre & Industries Ltd.,530007
1916,Jla Infraville Shoppers Ltd,538765
1917,Jm Financial Ltd.-$,523405
1918,Jmc Projects (india) Ltd.-$,522263
1919,Jmd Telefilms Industries Ltd.,511092
1920,Jmg Corporation Ltd.,523712
1921,Jmt Auto Ltd.,513691
1922,Joindre Capital Services Ltd.,531861
1923,Jointeca Education Solutions Ltd.,534659
1924,Jolly Plastic Industries Ltd.,507968
1925,Joonktollee Tea & Industries Ltd,538092
1926,Joonktollee Tea & Industries Ltd,590079
1927,Jost's Engineering Co.ltd.,505750
1928,Joy Realty Limited,508929
1929,Jpt Securities Ltd.,530985
1930,Jri Industries & Infrastructure Limited,506016
1931,Jsl Industries Ltd.,504080
1932,Jsw Energy Ltd,533148
1933,Jsw Holdings Limited,532642
1934,Jsw Steel Ltd.,500228
1935,Jtl Infra Ltd.,534600
1936,Jubilant Foodworks Ltd,533155
1937,Jubilant Industries Ltd.,533320
1938,Jubilant Life Sciences Limited,530019
1939,Jumbo Bag Ltd.,516078
1940,Jumbo Finance Ltd.,511060
1941,Junction Fabrics And Apparels Ltd,539216
1942,Jupiter Industries & Leasing Ltd.,507987
1943,Jupiter Infomedia Ltd.,534623
1944,Just Dial Ltd.,535648
1945,Jvl Agro Industries Ltd.,519248
1946,Jyothi Infraventures Ltd.,531537
1947,Jyothy Laboratories Ltd.,532926
1948,Jyoti Ltd.-$,504076
1949,Jyoti Overseas Ltd.,523876
1950,Jyoti Resins & Adhesives Ltd.,514448
1951,Jyoti Structures Ltd.,513250
1952,Jyotirgamya Enterprises Ltd,539246
1953,K K Fincorp Limited,503669
